Bandit,Reward,Algorithm
10753,1,Thompson Sampling
10754,1,Thompson Sampling
10755,1,Thompson Sampling
10756,0,Thompson Sampling
10757,1,Thompson Sampling
10758,0,Thompson Sampling
10759,1,Thompson Sampling
10760,0,Thompson Sampling
10761,1,Thompson Sampling
10762,0,Thompson Sampling
10763,1,Thompson Sampling
10764,1,Thompson Sampling
10765,0,Thompson Sampling
10766,0,Thompson Sampling
10767,1,Thompson Sampling
10768,1,Thompson Sampling
10769,1,Thompson Sampling
10770,0,Thompson Sampling
10771,0,Thompson Sampling
10772,0,Thompson Sampling
10773,0,Thompson Sampling
10774,0,Thompson Sampling
10775,1,Thompson Sampling
10776,1,Thompson Sampling
10777,1,Thompson Sampling
10778,1,Thompson Sampling
10779,0,Thompson Sampling
10780,1,Thompson Sampling
10781,0,Thompson Sampling
10782,1,Thompson Sampling
10783,0,Thompson Sampling
10784,0,Thompson Sampling
10785,0,Thompson Sampling
10786,1,Thompson Sampling
10787,1,Thompson Sampling
10788,0,Thompson Sampling
10789,0,Thompson Sampling
10790,1,Thompson Sampling
10791,1,Thompson Sampling
10792,0,Thompson Sampling
10793,1,Thompson Sampling
10794,1,Thompson Sampling
10795,0,Thompson Sampling
10796,0,Thompson Sampling
10797,0,Thompson Sampling
10798,1,Thompson Sampling
10799,0,Thompson Sampling
10800,0,Thompson Sampling
10801,0,Thompson Sampling
10802,0,Thompson Sampling
10803,0,Thompson Sampling
10804,1,Thompson Sampling
10805,1,Thompson Sampling
10806,0,Thompson Sampling
10807,1,Thompson Sampling
10808,0,Thompson Sampling
10809,1,Thompson Sampling
10810,0,Thompson Sampling
10811,0,Thompson Sampling
10812,1,Thompson Sampling
10813,1,Thompson Sampling
10814,1,Thompson Sampling
10815,1,Thompson Sampling
10816,1,Thompson Sampling
10817,0,Thompson Sampling
10818,0,Thompson Sampling
10819,0,Thompson Sampling
10820,0,Thompson Sampling
10821,0,Thompson Sampling
10822,1,Thompson Sampling
10823,0,Thompson Sampling
10824,0,Thompson Sampling
10825,0,Thompson Sampling
10826,0,Thompson Sampling
10827,1,Thompson Sampling
10828,0,Thompson Sampling
10829,0,Thompson Sampling
10830,0,Thompson Sampling
10831,0,Thompson Sampling
10832,0,Thompson Sampling
10833,0,Thompson Sampling
10834,0,Thompson Sampling
10835,1,Thompson Sampling
10836,0,Thompson Sampling
10837,0,Thompson Sampling
10838,0,Thompson Sampling
10839,0,Thompson Sampling
10840,0,Thompson Sampling
10841,1,Thompson Sampling
10842,1,Thompson Sampling
10843,0,Thompson Sampling
10844,0,Thompson Sampling
10845,0,Thompson Sampling
10846,0,Thompson Sampling
10847,0,Thompson Sampling
10848,1,Thompson Sampling
10849,0,Thompson Sampling
10850,0,Thompson Sampling
10851,1,Thompson Sampling
10852,1,Thompson Sampling
10853,1,Thompson Sampling
10854,1,Thompson Sampling
10855,0,Thompson Sampling
10856,0,Thompson Sampling
10857,1,Thompson Sampling
10858,0,Thompson Sampling
10859,0,Thompson Sampling
10860,0,Thompson Sampling
10861,0,Thompson Sampling
10862,0,Thompson Sampling
10863,1,Thompson Sampling
10864,0,Thompson Sampling
10865,0,Thompson Sampling
10866,0,Thompson Sampling
10867,0,Thompson Sampling
10868,0,Thompson Sampling
10869,1,Thompson Sampling
10870,0,Thompson Sampling
10871,0,Thompson Sampling
10872,0,Thompson Sampling
10873,0,Thompson Sampling
10874,0,Thompson Sampling
10875,0,Thompson Sampling
10876,1,Thompson Sampling
10877,1,Thompson Sampling
10878,0,Thompson Sampling
10879,0,Thompson Sampling
10880,0,Thompson Sampling
10881,0,Thompson Sampling
10882,1,Thompson Sampling
10883,0,Thompson Sampling
10884,0,Thompson Sampling
10885,0,Thompson Sampling
10886,1,Thompson Sampling
10887,1,Thompson Sampling
10888,1,Thompson Sampling
10889,0,Thompson Sampling
10890,0,Thompson Sampling
10891,0,Thompson Sampling
10892,0,Thompson Sampling
10893,0,Thompson Sampling
10894,0,Thompson Sampling
10895,1,Thompson Sampling
10896,0,Thompson Sampling
10897,0,Thompson Sampling
10898,0,Thompson Sampling
10899,0,Thompson Sampling
10900,0,Thompson Sampling
10901,0,Thompson Sampling
10902,0,Thompson Sampling
10903,1,Thompson Sampling
10904,1,Thompson Sampling
10905,1,Thompson Sampling
10906,0,Thompson Sampling
10907,0,Thompson Sampling
10908,0,Thompson Sampling
10909,1,Thompson Sampling
10910,0,Thompson Sampling
10911,0,Thompson Sampling
10912,1,Thompson Sampling
10913,0,Thompson Sampling
10914,1,Thompson Sampling
10915,0,Thompson Sampling
10916,1,Thompson Sampling
10917,1,Thompson Sampling
10918,0,Thompson Sampling
10919,0,Thompson Sampling
10920,0,Thompson Sampling
10921,0,Thompson Sampling
10922,0,Thompson Sampling
10923,1,Thompson Sampling
10924,0,Thompson Sampling
10925,0,Thompson Sampling
10926,0,Thompson Sampling
10927,1,Thompson Sampling
10928,0,Thompson Sampling
10929,1,Thompson Sampling
10930,0,Thompson Sampling
10931,0,Thompson Sampling
10932,0,Thompson Sampling
10933,1,Thompson Sampling
10934,0,Thompson Sampling
10935,0,Thompson Sampling
10936,1,Thompson Sampling
10937,1,Thompson Sampling
10938,1,Thompson Sampling
10939,0,Thompson Sampling
10940,0,Thompson Sampling
10941,0,Thompson Sampling
10942,0,Thompson Sampling
10943,1,Thompson Sampling
10944,1,Thompson Sampling
10945,1,Thompson Sampling
10946,0,Thompson Sampling
10947,0,Thompson Sampling
10948,1,Thompson Sampling
10949,0,Thompson Sampling
10950,0,Thompson Sampling
10951,0,Thompson Sampling
10952,0,Thompson Sampling
10953,1,Thompson Sampling
10954,1,Thompson Sampling
10955,0,Thompson Sampling
10956,0,Thompson Sampling
10957,0,Thompson Sampling
10958,1,Thompson Sampling
10959,1,Thompson Sampling
10960,0,Thompson Sampling
10961,1,Thompson Sampling
10962,0,Thompson Sampling
10963,1,Thompson Sampling
10964,0,Thompson Sampling
10965,1,Thompson Sampling
10966,1,Thompson Sampling
10967,0,Thompson Sampling
10968,1,Thompson Sampling
10969,0,Thompson Sampling
10970,0,Thompson Sampling
10971,0,Thompson Sampling
10972,0,Thompson Sampling
10973,1,Thompson Sampling
10974,1,Thompson Sampling
10975,1,Thompson Sampling
10976,0,Thompson Sampling
10977,1,Thompson Sampling
10978,1,Thompson Sampling
10979,0,Thompson Sampling
10980,1,Thompson Sampling
10981,0,Thompson Sampling
10982,1,Thompson Sampling
10983,0,Thompson Sampling
10984,1,Thompson Sampling
10985,1,Thompson Sampling
10986,0,Thompson Sampling
10987,1,Thompson Sampling
10988,1,Thompson Sampling
10989,0,Thompson Sampling
10990,0,Thompson Sampling
10991,1,Thompson Sampling
10992,0,Thompson Sampling
10993,0,Thompson Sampling
10994,1,Thompson Sampling
10995,0,Thompson Sampling
10996,0,Thompson Sampling
10997,0,Thompson Sampling
10998,0,Thompson Sampling
10999,0,Thompson Sampling
11000,1,Thompson Sampling
11001,1,Thompson Sampling
11002,0,Thompson Sampling
11003,0,Thompson Sampling
11004,0,Thompson Sampling
11005,1,Thompson Sampling
11006,0,Thompson Sampling
11007,0,Thompson Sampling
11008,0,Thompson Sampling
11009,1,Thompson Sampling
11010,1,Thompson Sampling
11011,1,Thompson Sampling
11012,1,Thompson Sampling
11013,0,Thompson Sampling
11014,0,Thompson Sampling
11015,0,Thompson Sampling
11016,0,Thompson Sampling
11017,0,Thompson Sampling
11018,0,Thompson Sampling
11019,0,Thompson Sampling
11020,0,Thompson Sampling
11021,0,Thompson Sampling
11022,0,Thompson Sampling
11023,0,Thompson Sampling
11024,1,Thompson Sampling
11025,0,Thompson Sampling
11026,0,Thompson Sampling
11027,1,Thompson Sampling
11028,1,Thompson Sampling
11029,0,Thompson Sampling
11030,0,Thompson Sampling
11031,0,Thompson Sampling
11032,0,Thompson Sampling
11033,1,Thompson Sampling
11034,0,Thompson Sampling
11035,1,Thompson Sampling
11036,1,Thompson Sampling
11037,0,Thompson Sampling
11038,0,Thompson Sampling
11039,0,Thompson Sampling
11040,0,Thompson Sampling
11041,1,Thompson Sampling
11042,0,Thompson Sampling
11043,1,Thompson Sampling
11044,0,Thompson Sampling
11045,0,Thompson Sampling
11046,0,Thompson Sampling
11047,0,Thompson Sampling
11048,0,Thompson Sampling
11049,1,Thompson Sampling
11050,0,Thompson Sampling
11051,1,Thompson Sampling
11052,1,Thompson Sampling
11053,0,Thompson Sampling
11054,1,Thompson Sampling
11055,0,Thompson Sampling
11056,0,Thompson Sampling
11057,0,Thompson Sampling
11058,1,Thompson Sampling
11059,1,Thompson Sampling
11060,1,Thompson Sampling
11061,0,Thompson Sampling
11062,0,Thompson Sampling
11063,1,Thompson Sampling
11064,1,Thompson Sampling
11065,0,Thompson Sampling
11066,0,Thompson Sampling
11067,0,Thompson Sampling
11068,0,Thompson Sampling
11069,0,Thompson Sampling
11070,0,Thompson Sampling
11071,1,Thompson Sampling
11072,1,Thompson Sampling
11073,1,Thompson Sampling
11074,0,Thompson Sampling
11075,0,Thompson Sampling
11076,0,Thompson Sampling
11077,1,Thompson Sampling
11078,1,Thompson Sampling
11079,0,Thompson Sampling
11080,1,Thompson Sampling
11081,1,Thompson Sampling
11082,0,Thompson Sampling
11083,0,Thompson Sampling
11084,1,Thompson Sampling
11085,0,Thompson Sampling
11086,0,Thompson Sampling
11087,0,Thompson Sampling
11088,1,Thompson Sampling
11089,1,Thompson Sampling
11090,0,Thompson Sampling
11091,0,Thompson Sampling
11092,0,Thompson Sampling
11093,0,Thompson Sampling
11094,0,Thompson Sampling
11095,0,Thompson Sampling
11096,0,Thompson Sampling
11097,0,Thompson Sampling
11098,1,Thompson Sampling
11099,1,Thompson Sampling
11100,0,Thompson Sampling
11101,1,Thompson Sampling
11102,0,Thompson Sampling
11103,1,Thompson Sampling
11104,0,Thompson Sampling
11105,1,Thompson Sampling
11106,1,Thompson Sampling
11107,1,Thompson Sampling
11108,1,Thompson Sampling
11109,1,Thompson Sampling
11110,1,Thompson Sampling
11111,0,Thompson Sampling
11112,0,Thompson Sampling
11113,1,Thompson Sampling
11114,0,Thompson Sampling
11115,1,Thompson Sampling
11116,0,Thompson Sampling
11117,1,Thompson Sampling
11118,1,Thompson Sampling
11119,0,Thompson Sampling
11120,1,Thompson Sampling
11121,0,Thompson Sampling
11122,0,Thompson Sampling
11123,1,Thompson Sampling
11124,1,Thompson Sampling
11125,1,Thompson Sampling
11126,1,Thompson Sampling
11127,0,Thompson Sampling
11128,1,Thompson Sampling
11129,0,Thompson Sampling
11130,0,Thompson Sampling
11131,0,Thompson Sampling
11132,0,Thompson Sampling
11133,1,Thompson Sampling
11134,1,Thompson Sampling
11135,1,Thompson Sampling
11136,0,Thompson Sampling
11137,1,Thompson Sampling
11138,0,Thompson Sampling
11139,1,Thompson Sampling
11140,0,Thompson Sampling
11141,0,Thompson Sampling
11142,0,Thompson Sampling
11143,0,Thompson Sampling
11144,0,Thompson Sampling
11145,1,Thompson Sampling
11146,0,Thompson Sampling
11147,1,Thompson Sampling
11148,1,Thompson Sampling
11149,0,Thompson Sampling
11150,0,Thompson Sampling
11151,1,Thompson Sampling
11152,1,Thompson Sampling
11153,1,Thompson Sampling
11154,0,Thompson Sampling
11155,1,Thompson Sampling
11156,0,Thompson Sampling
11157,0,Thompson Sampling
11158,1,Thompson Sampling
11159,0,Thompson Sampling
11160,0,Thompson Sampling
11161,1,Thompson Sampling
11162,0,Thompson Sampling
11163,0,Thompson Sampling
11164,0,Thompson Sampling
11165,1,Thompson Sampling
11166,1,Thompson Sampling
11167,0,Thompson Sampling
11168,0,Thompson Sampling
11169,1,Thompson Sampling
11170,1,Thompson Sampling
11171,0,Thompson Sampling
11172,1,Thompson Sampling
11173,1,Thompson Sampling
11174,0,Thompson Sampling
11175,1,Thompson Sampling
11176,1,Thompson Sampling
11177,1,Thompson Sampling
11178,1,Thompson Sampling
11179,1,Thompson Sampling
11180,1,Thompson Sampling
11181,0,Thompson Sampling
11182,0,Thompson Sampling
11183,0,Thompson Sampling
11184,1,Thompson Sampling
11185,0,Thompson Sampling
11186,1,Thompson Sampling
11187,0,Thompson Sampling
11188,1,Thompson Sampling
11189,0,Thompson Sampling
11190,0,Thompson Sampling
11191,1,Thompson Sampling
11192,0,Thompson Sampling
11193,0,Thompson Sampling
11194,0,Thompson Sampling
11195,1,Thompson Sampling
11196,0,Thompson Sampling
11197,0,Thompson Sampling
11198,0,Thompson Sampling
11199,0,Thompson Sampling
11200,1,Thompson Sampling
11201,1,Thompson Sampling
11202,0,Thompson Sampling
11203,1,Thompson Sampling
11204,1,Thompson Sampling
11205,1,Thompson Sampling
11206,0,Thompson Sampling
11207,1,Thompson Sampling
11208,1,Thompson Sampling
11209,0,Thompson Sampling
11210,0,Thompson Sampling
11211,0,Thompson Sampling
11212,0,Thompson Sampling
11213,1,Thompson Sampling
11214,0,Thompson Sampling
11215,0,Thompson Sampling
11216,1,Thompson Sampling
11217,0,Thompson Sampling
11218,0,Thompson Sampling
11219,0,Thompson Sampling
11220,0,Thompson Sampling
11221,1,Thompson Sampling
11222,0,Thompson Sampling
11223,0,Thompson Sampling
11224,1,Thompson Sampling
11225,0,Thompson Sampling
11226,0,Thompson Sampling
11227,0,Thompson Sampling
11228,0,Thompson Sampling
11229,1,Thompson Sampling
11230,1,Thompson Sampling
11231,0,Thompson Sampling
11232,0,Thompson Sampling
11233,1,Thompson Sampling
11234,1,Thompson Sampling
11235,0,Thompson Sampling
11236,0,Thompson Sampling
11237,0,Thompson Sampling
11238,1,Thompson Sampling
11239,1,Thompson Sampling
11240,0,Thompson Sampling
11241,1,Thompson Sampling
11242,0,Thompson Sampling
11243,1,Thompson Sampling
11244,0,Thompson Sampling
11245,1,Thompson Sampling
11246,1,Thompson Sampling
11247,1,Thompson Sampling
11248,1,Thompson Sampling
11249,1,Thompson Sampling
11250,0,Thompson Sampling
11251,0,Thompson Sampling
11252,1,Thompson Sampling
11253,1,Thompson Sampling
11254,1,Thompson Sampling
11255,1,Thompson Sampling
11256,0,Thompson Sampling
11257,0,Thompson Sampling
11258,0,Thompson Sampling
11259,0,Thompson Sampling
11260,0,Thompson Sampling
11261,0,Thompson Sampling
11262,1,Thompson Sampling
11263,1,Thompson Sampling
11264,1,Thompson Sampling
11265,1,Thompson Sampling
11266,0,Thompson Sampling
11267,1,Thompson Sampling
11268,0,Thompson Sampling
11269,1,Thompson Sampling
11270,0,Thompson Sampling
11271,1,Thompson Sampling
11272,1,Thompson Sampling
11273,0,Thompson Sampling
11274,1,Thompson Sampling
11275,0,Thompson Sampling
11276,0,Thompson Sampling
11277,0,Thompson Sampling
11278,0,Thompson Sampling
11279,1,Thompson Sampling
11280,0,Thompson Sampling
11281,1,Thompson Sampling
11282,1,Thompson Sampling
11283,0,Thompson Sampling
11284,0,Thompson Sampling
11285,0,Thompson Sampling
11286,0,Thompson Sampling
11287,0,Thompson Sampling
11288,0,Thompson Sampling
11289,1,Thompson Sampling
11290,1,Thompson Sampling
11291,1,Thompson Sampling
11292,1,Thompson Sampling
11293,0,Thompson Sampling
11294,0,Thompson Sampling
11295,1,Thompson Sampling
11296,1,Thompson Sampling
11297,0,Thompson Sampling
11298,0,Thompson Sampling
11299,1,Thompson Sampling
11300,0,Thompson Sampling
11301,1,Thompson Sampling
11302,0,Thompson Sampling
11303,1,Thompson Sampling
11304,0,Thompson Sampling
11305,0,Thompson Sampling
11306,0,Thompson Sampling
11307,1,Thompson Sampling
11308,0,Thompson Sampling
11309,0,Thompson Sampling
11310,1,Thompson Sampling
11311,0,Thompson Sampling
11312,0,Thompson Sampling
11313,0,Thompson Sampling
11314,0,Thompson Sampling
11315,1,Thompson Sampling
11316,1,Thompson Sampling
11317,1,Thompson Sampling
11318,0,Thompson Sampling
11319,0,Thompson Sampling
11320,1,Thompson Sampling
11321,1,Thompson Sampling
11322,0,Thompson Sampling
11323,1,Thompson Sampling
11324,0,Thompson Sampling
11325,0,Thompson Sampling
11326,1,Thompson Sampling
11327,1,Thompson Sampling
11328,0,Thompson Sampling
11329,1,Thompson Sampling
11330,0,Thompson Sampling
11331,0,Thompson Sampling
11332,0,Thompson Sampling
11333,0,Thompson Sampling
11334,0,Thompson Sampling
11335,0,Thompson Sampling
11336,1,Thompson Sampling
11337,1,Thompson Sampling
11338,1,Thompson Sampling
11339,0,Thompson Sampling
11340,1,Thompson Sampling
11341,0,Thompson Sampling
11342,1,Thompson Sampling
11343,0,Thompson Sampling
11344,1,Thompson Sampling
11345,1,Thompson Sampling
11346,0,Thompson Sampling
11347,0,Thompson Sampling
11348,1,Thompson Sampling
11349,1,Thompson Sampling
11350,1,Thompson Sampling
11351,0,Thompson Sampling
11352,1,Thompson Sampling
11353,1,Thompson Sampling
11354,1,Thompson Sampling
11355,1,Thompson Sampling
11356,0,Thompson Sampling
11357,0,Thompson Sampling
11358,1,Thompson Sampling
11359,0,Thompson Sampling
11360,0,Thompson Sampling
11361,1,Thompson Sampling
11362,1,Thompson Sampling
11363,0,Thompson Sampling
11364,0,Thompson Sampling
11365,1,Thompson Sampling
11366,0,Thompson Sampling
11367,0,Thompson Sampling
11368,1,Thompson Sampling
11369,1,Thompson Sampling
11370,0,Thompson Sampling
11371,0,Thompson Sampling
11372,0,Thompson Sampling
11373,0,Thompson Sampling
11374,0,Thompson Sampling
11375,1,Thompson Sampling
11376,0,Thompson Sampling
11377,1,Thompson Sampling
11378,0,Thompson Sampling
11379,0,Thompson Sampling
11380,0,Thompson Sampling
11381,0,Thompson Sampling
11382,1,Thompson Sampling
11383,1,Thompson Sampling
11384,0,Thompson Sampling
11385,1,Thompson Sampling
11386,1,Thompson Sampling
11387,0,Thompson Sampling
11388,0,Thompson Sampling
11389,0,Thompson Sampling
11390,0,Thompson Sampling
11391,1,Thompson Sampling
11392,0,Thompson Sampling
11393,0,Thompson Sampling
11394,0,Thompson Sampling
11395,0,Thompson Sampling
11396,0,Thompson Sampling
11397,0,Thompson Sampling
11398,0,Thompson Sampling
11399,0,Thompson Sampling
11400,1,Thompson Sampling
11401,1,Thompson Sampling
11402,0,Thompson Sampling
11403,1,Thompson Sampling
11404,0,Thompson Sampling
11405,1,Thompson Sampling
11406,0,Thompson Sampling
11407,0,Thompson Sampling
11408,0,Thompson Sampling
11409,0,Thompson Sampling
11410,0,Thompson Sampling
11411,1,Thompson Sampling
11412,0,Thompson Sampling
11413,0,Thompson Sampling
11414,0,Thompson Sampling
11415,0,Thompson Sampling
11416,0,Thompson Sampling
11417,0,Thompson Sampling
11418,1,Thompson Sampling
11419,0,Thompson Sampling
11420,0,Thompson Sampling
11421,0,Thompson Sampling
11422,0,Thompson Sampling
11423,1,Thompson Sampling
11424,1,Thompson Sampling
11425,1,Thompson Sampling
11426,0,Thompson Sampling
11427,0,Thompson Sampling
11428,1,Thompson Sampling
11429,1,Thompson Sampling
11430,0,Thompson Sampling
11431,1,Thompson Sampling
11432,1,Thompson Sampling
11433,0,Thompson Sampling
11434,0,Thompson Sampling
11435,0,Thompson Sampling
11436,1,Thompson Sampling
11437,1,Thompson Sampling
11438,0,Thompson Sampling
11439,0,Thompson Sampling
11440,1,Thompson Sampling
11441,0,Thompson Sampling
11442,0,Thompson Sampling
11443,0,Thompson Sampling
11444,0,Thompson Sampling
11445,1,Thompson Sampling
11446,0,Thompson Sampling
11447,1,Thompson Sampling
11448,0,Thompson Sampling
11449,1,Thompson Sampling
11450,1,Thompson Sampling
11451,0,Thompson Sampling
11452,0,Thompson Sampling
11453,1,Thompson Sampling
11454,1,Thompson Sampling
11455,1,Thompson Sampling
11456,0,Thompson Sampling
11457,0,Thompson Sampling
11458,0,Thompson Sampling
11459,1,Thompson Sampling
11460,0,Thompson Sampling
11461,0,Thompson Sampling
11462,0,Thompson Sampling
11463,0,Thompson Sampling
11464,1,Thompson Sampling
11465,1,Thompson Sampling
11466,0,Thompson Sampling
11467,1,Thompson Sampling
11468,0,Thompson Sampling
11469,0,Thompson Sampling
11470,0,Thompson Sampling
11471,1,Thompson Sampling
11472,1,Thompson Sampling
11473,0,Thompson Sampling
11474,0,Thompson Sampling
11475,1,Thompson Sampling
11476,0,Thompson Sampling
11477,0,Thompson Sampling
11478,1,Thompson Sampling
11479,0,Thompson Sampling
11480,0,Thompson Sampling
11481,0,Thompson Sampling
11482,0,Thompson Sampling
11483,0,Thompson Sampling
11484,0,Thompson Sampling
11485,1,Thompson Sampling
11486,0,Thompson Sampling
11487,0,Thompson Sampling
11488,1,Thompson Sampling
11489,1,Thompson Sampling
11490,1,Thompson Sampling
11491,1,Thompson Sampling
11492,0,Thompson Sampling
11493,0,Thompson Sampling
11494,0,Thompson Sampling
11495,1,Thompson Sampling
11496,0,Thompson Sampling
11497,1,Thompson Sampling
11498,1,Thompson Sampling
11499,0,Thompson Sampling
11500,0,Thompson Sampling
11501,1,Thompson Sampling
11502,1,Thompson Sampling
11503,0,Thompson Sampling
11504,0,Thompson Sampling
11505,0,Thompson Sampling
11506,0,Thompson Sampling
11507,1,Thompson Sampling
11508,1,Thompson Sampling
11509,0,Thompson Sampling
11510,1,Thompson Sampling
11511,1,Thompson Sampling
11512,0,Thompson Sampling
11513,0,Thompson Sampling
11514,0,Thompson Sampling
11515,0,Thompson Sampling
11516,0,Thompson Sampling
11517,1,Thompson Sampling
11518,0,Thompson Sampling
11519,0,Thompson Sampling
11520,0,Thompson Sampling
11521,1,Thompson Sampling
11522,0,Thompson Sampling
11523,0,Thompson Sampling
11524,1,Thompson Sampling
11525,1,Thompson Sampling
11526,0,Thompson Sampling
11527,0,Thompson Sampling
11528,0,Thompson Sampling
11529,0,Thompson Sampling
11530,0,Thompson Sampling
11531,1,Thompson Sampling
11532,1,Thompson Sampling
11533,1,Thompson Sampling
11534,0,Thompson Sampling
11535,0,Thompson Sampling
11536,1,Thompson Sampling
11537,0,Thompson Sampling
11538,0,Thompson Sampling
11539,0,Thompson Sampling
11540,1,Thompson Sampling
11541,1,Thompson Sampling
11542,1,Thompson Sampling
11543,0,Thompson Sampling
11544,0,Thompson Sampling
11545,1,Thompson Sampling
11546,0,Thompson Sampling
11547,0,Thompson Sampling
11548,0,Thompson Sampling
11549,0,Thompson Sampling
11550,1,Thompson Sampling
11551,0,Thompson Sampling
11552,0,Thompson Sampling
11553,0,Thompson Sampling
11554,1,Thompson Sampling
11555,0,Thompson Sampling
11556,1,Thompson Sampling
11557,0,Thompson Sampling
11558,1,Thompson Sampling
11559,0,Thompson Sampling
11560,1,Thompson Sampling
11561,1,Thompson Sampling
11562,0,Thompson Sampling
11563,0,Thompson Sampling
11564,0,Thompson Sampling
11565,1,Thompson Sampling
11566,1,Thompson Sampling
11567,0,Thompson Sampling
11568,1,Thompson Sampling
11569,1,Thompson Sampling
11570,1,Thompson Sampling
11571,0,Thompson Sampling
11572,0,Thompson Sampling
11573,1,Thompson Sampling
11574,1,Thompson Sampling
11575,1,Thompson Sampling
11576,1,Thompson Sampling
11577,0,Thompson Sampling
11578,1,Thompson Sampling
11579,0,Thompson Sampling
11580,0,Thompson Sampling
11581,0,Thompson Sampling
11582,1,Thompson Sampling
11583,1,Thompson Sampling
11584,0,Thompson Sampling
11585,0,Thompson Sampling
11586,1,Thompson Sampling
11587,1,Thompson Sampling
11588,0,Thompson Sampling
11589,0,Thompson Sampling
11590,0,Thompson Sampling
11591,1,Thompson Sampling
11592,1,Thompson Sampling
11593,1,Thompson Sampling
11594,0,Thompson Sampling
11595,0,Thompson Sampling
11596,1,Thompson Sampling
11597,0,Thompson Sampling
11598,1,Thompson Sampling
11599,0,Thompson Sampling
11600,0,Thompson Sampling
11601,0,Thompson Sampling
11602,0,Thompson Sampling
11603,0,Thompson Sampling
11604,1,Thompson Sampling
11605,0,Thompson Sampling
11606,1,Thompson Sampling
11607,0,Thompson Sampling
11608,0,Thompson Sampling
11609,0,Thompson Sampling
11610,1,Thompson Sampling
11611,1,Thompson Sampling
11612,1,Thompson Sampling
11613,1,Thompson Sampling
11614,1,Thompson Sampling
11615,0,Thompson Sampling
11616,1,Thompson Sampling
11617,0,Thompson Sampling
11618,1,Thompson Sampling
11619,0,Thompson Sampling
11620,0,Thompson Sampling
11621,0,Thompson Sampling
11622,1,Thompson Sampling
11623,0,Thompson Sampling
11624,0,Thompson Sampling
11625,0,Thompson Sampling
11626,0,Thompson Sampling
11627,0,Thompson Sampling
11628,0,Thompson Sampling
11629,1,Thompson Sampling
11630,0,Thompson Sampling
11631,0,Thompson Sampling
11632,1,Thompson Sampling
11633,0,Thompson Sampling
11634,1,Thompson Sampling
11635,1,Thompson Sampling
11636,1,Thompson Sampling
11637,0,Thompson Sampling
11638,0,Thompson Sampling
11639,0,Thompson Sampling
11640,1,Thompson Sampling
11641,0,Thompson Sampling
11642,1,Thompson Sampling
11643,0,Thompson Sampling
11644,0,Thompson Sampling
11645,0,Thompson Sampling
11646,0,Thompson Sampling
11647,1,Thompson Sampling
11648,0,Thompson Sampling
11649,0,Thompson Sampling
11650,1,Thompson Sampling
11651,0,Thompson Sampling
11652,0,Thompson Sampling
11653,1,Thompson Sampling
11654,1,Thompson Sampling
11655,1,Thompson Sampling
11656,0,Thompson Sampling
11657,0,Thompson Sampling
11658,0,Thompson Sampling
11659,1,Thompson Sampling
11660,1,Thompson Sampling
11661,0,Thompson Sampling
11662,0,Thompson Sampling
11663,0,Thompson Sampling
11664,1,Thompson Sampling
11665,0,Thompson Sampling
11666,0,Thompson Sampling
11667,0,Thompson Sampling
11668,1,Thompson Sampling
11669,0,Thompson Sampling
11670,0,Thompson Sampling
11671,0,Thompson Sampling
11672,1,Thompson Sampling
11673,1,Thompson Sampling
11674,0,Thompson Sampling
11675,0,Thompson Sampling
11676,0,Thompson Sampling
11677,0,Thompson Sampling
11678,0,Thompson Sampling
11679,1,Thompson Sampling
11680,1,Thompson Sampling
11681,0,Thompson Sampling
11682,1,Thompson Sampling
11683,1,Thompson Sampling
11684,0,Thompson Sampling
11685,0,Thompson Sampling
11686,0,Thompson Sampling
11687,0,Thompson Sampling
11688,0,Thompson Sampling
11689,1,Thompson Sampling
11690,0,Thompson Sampling
11691,1,Thompson Sampling
11692,1,Thompson Sampling
11693,0,Thompson Sampling
11694,0,Thompson Sampling
11695,0,Thompson Sampling
11696,1,Thompson Sampling
11697,0,Thompson Sampling
11698,0,Thompson Sampling
11699,1,Thompson Sampling
11700,1,Thompson Sampling
11701,0,Thompson Sampling
11702,0,Thompson Sampling
11703,0,Thompson Sampling
11704,0,Thompson Sampling
11705,0,Thompson Sampling
11706,0,Thompson Sampling
11707,0,Thompson Sampling
11708,1,Thompson Sampling
11709,1,Thompson Sampling
11710,0,Thompson Sampling
11711,1,Thompson Sampling
11712,1,Thompson Sampling
11713,0,Thompson Sampling
11714,0,Thompson Sampling
11715,0,Thompson Sampling
11716,0,Thompson Sampling
11717,0,Thompson Sampling
11718,0,Thompson Sampling
11719,1,Thompson Sampling
11720,1,Thompson Sampling
11721,0,Thompson Sampling
11722,1,Thompson Sampling
11723,1,Thompson Sampling
11724,1,Thompson Sampling
11725,0,Thompson Sampling
11726,0,Thompson Sampling
11727,0,Thompson Sampling
11728,0,Thompson Sampling
11729,0,Thompson Sampling
11730,1,Thompson Sampling
11731,0,Thompson Sampling
11732,0,Thompson Sampling
11733,1,Thompson Sampling
11734,0,Thompson Sampling
11735,0,Thompson Sampling
11736,1,Thompson Sampling
11737,0,Thompson Sampling
11738,1,Thompson Sampling
11739,1,Thompson Sampling
11740,0,Thompson Sampling
11741,0,Thompson Sampling
11742,0,Thompson Sampling
11743,1,Thompson Sampling
11744,0,Thompson Sampling
11745,1,Thompson Sampling
11746,0,Thompson Sampling
11747,0,Thompson Sampling
11748,1,Thompson Sampling
11749,0,Thompson Sampling
11750,0,Thompson Sampling
